claim_id,evidence_rank,citation,evidence_type,source_url,evidence_excerpt
6190b0444c6018fe:C02,3,8 CFR 214.2(j)(1)(ii)(A),regulatory_text,,"(ii) Admission period and period of stay--(A) J-1 exchange visitor. A J-1 exchange visitor may be admitted for the duration of the exchange visitor program, as stated by the program end date noted on Form DS-2019 or successor form, not to exceed a period of 4 years."
6190b0444c6018fe:C02,4,91 FR 45121,procedural,,"Under DHS NEPA implementing procedures, for an action to be categorically excluded, it must satisfy each of the following three conditions: (1) The entire action clearly fits within one or more of the categorical exclusions; (2) the action is not a piece of a larger action; and (3) no extraordinary circumstances exist that create the potential for a significant environmental effect.[^354] DHS s amending its regulations to eliminate the practice of admitting F-1 nonimmigrant students, I nonimmigrant representatives of information media, and J-1 exchange visitors (and F-2/J-2 family members) for D/S. The final rule would provide for nonimmigrants seeking entry under F, J, or I visas to be admitted for the period required to complete their academic program, foreign information media employment, or exchange program, not to exceed the periods of time defined in this final rule. The final rule would also require nonimmigrants seeking to continue their studies, foreign information media employment, or exchange program beyond the admission period granted at entry to apply for extension."
6190b0444c6018fe:C02,5,91 FR 45098,agency_explanation,,"Aliens who departed the United States and are applying for admission before their timely filed EOS application has been adjudicated, but before their previously authorized period of stay has expired, could be eligible to be admitted either for: the length of time as indicated by the program end date noted in their most recent Form I-20 or DS-2019, not to exceed 4 years, plus a period of 30 days to prepare for departure or to request admission for the previous period authorized admission and wait for USCIS to adjudicate the EOS. If the alien is admitted for the program length (not to exceed 4 years, as applicable), USCIS would consider the alien's EOS application abandoned because the alien's new fixed date of admission based on the most recent I-20 or DS-2019 had already been determined by CBP upon the most recent admission to the United States, and thus the pending EOS application is extraneous; or the period of time remaining on their previously authorized period of admission. CBP could admit the alien for a period of time not to exceed the unexpired period of stay that was authorized before the alien's departure, plus a period of 30 days to prepare for departure. In this scenario, in accordance with new 8 CFR 214.1(c)(8), an alien's EOS application is not considered abandoned and USCIS could grant a new period of stay upon subsequent adjudication of the EOS application. See new 8 CFR 214.1(a)(4)(i) and (a)(4)(ii). DHS is providing additional clarification here in this preamble that in order to facilitate admission in this scenario, aliens should be prepared to provide evidence of a timely filed extension in the form of a receipt notice issued by DHS for either instance detailed above."
6190b0444c6018fe:C04,1,8 CFR 214.2(i)(3)(ii),regulatory_text,,"(ii) Foreign nationals travelling on a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders). An alien who presents a passport from the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders), may be admitted until the activities or assignments consistent with the I classification are completed, not to exceed 90 days."
6190b0444c6018fe:C04,2,8 CFR 214.2(i)(5)(iv),regulatory_text,,"(iv) Documentation. The facially expired Arrival/Departure Record, Form I-94, or successor form of an alien described in paragraphs (i)(5)(i) through (iii) of this section is considered unexpired when combined with a USCIS receipt notice indicating receipt of a timely filed extension of stay application. An application is considered timely filed if the receipt notice for the application is on or before the date the admission period expires. Such extension may not exceed the earlier of 240 days (90 days for aliens who present a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders)) as provided in 8 CFR 274a.12(b)(20), or the date of denial of the alien's application for an extension of stay."
6190b0444c6018fe:C04,3,8 CFR 214.2(i)(5)(iii)(B),regulatory_text,,"(B) If an extension of stay application remains pending at the end of this 90-day period, the I nonimmigrant alien, whose status has expired, may remain in the United States so long as the extension of stay application is pending, he or she has timely filed a subsequent extension of stay request to remain beyond the period requested in the preceding request, and he or she does not otherwise violate the terms of his or her authorized period of stay. The alien, however, must cease working until his or her initial extension of stay application is approved. USCIS may deny the extension of stay application if the alien did not cease working after the 90-day period and before the extension of stay request was approved."
6190b0444c6018fe:C09,1,8 CFR 214.1(m)(1)(i),regulatory_text,,"(i) Notwithstanding this paragraph (m)(1), an F-1 student recommended for post-completion OPT who files before his or her period of admission expires, including the 60 day departure period, an Application for Employment Authorization, Form I-765, or successor form on the form and in the manner designated by USCIS, with the required fee, as described in the form's instructions, on or before March 18, 2027, is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of post-completion OPT. An F-1 student recommended for STEM OPT who files, prior to the expiration of his or her current OPT Employment Authorization Document, Form I-766, or successor form, an Application for Employment Authorization, Form I-765, or successor form on or before March 18, 2027, is not required to file an Application to Extend/Change Nonimmigrant Status, Form I-539, or successor form for the requested period of STEM OPT. If the alien's application for post-completion OPT or STEM OPT employment authorization is approved, the alien will be authorized to remain in the United States in F status until the expiration date of the Employment Authorization Document, plus 60 days. If the employment authorization application is denied, the F-1 student would continue to be authorized to remain in the United States until the program end date listed on their Form I-20, valid on September 15, 2026, plus 60 days, as long as he or she continues to pursue a full course of study and otherwise meets the requirements for F-1 status, or until the end date of the Employment Authorization Document for post-completion OPT, as long as he or she continues to meet the requirements for F-1 status, plus 60 days."
6190b0444c6018fe:C09,2,91 FR 44979,agency_explanation,,Decreasing the period allowed for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or an authorized period of post-completion practical training from 60 to 30 days;
6190b0444c6018fe:C09,3,8 CFR 214.2(i)(3)(i),regulatory_text,,"(3) Admission--(i) Length of admission. Generally, aliens seeking admission in I nonimmigrant status may be admitted for a period of time necessary to complete the planned activities or assignments consistent with the I classification, not to exceed 240 days unless paragraph (i)(3)(ii) of this section applies."
6190b0444c6018fe:C09,4,91 FR 44984,agency_explanation,,"Even when employment is authorized under programs such as the Optional Practical Training (OPT), DHS has found fraud that enabled students to stay in the U.S. without actually having legitimate jobs. ICE Acting Director Todd Lyons told reporters at a press conference on May 12, 2026, that ICE had identified more than 10,000 cases of potential fraud associated with the OPT program. The cases were identified after site visits and other investigative techniques showed that some employers were just shell companies helping recent graduates stay in the U.S. without actual work at a legitimate U.S. company or working for supposedly U.S. based companies managed from abroad, which violates the law requiring U.S. training and direction.[^71]"
6190b0444c6018fe:C09,5,91 FR 44977,agency_explanation,,"The significant increase in the volume of F academic students, J exchange visitors, and I representatives of information media under D/S poses a challenge to DHS's ability to monitor and oversee these nonimmigrants while they are in the United States. During the length of their stay for D/S, a period of admission without a specified end date, these nonimmigrants are not required to have direct interaction with DHS, except for a few limited instances, such as when applying for employment authorization for optional practical training (OPT), or for reinstatement if they have failed to maintain status. Admission for D/S, in general, does not afford immigration officers enough predetermined opportunities to directly verify that aliens granted such nonimmigrant statuses are engaging only in those activities their respective classifications authorize while they are in the United States. In turn, this has undermined DHS's ability to effectively enforce compliance with the statutory inadmissibility grounds related to unlawful presence and has created incentives for fraud and abuse."
6190b0444c6018fe:C09,6,8 CFR 214.2(f)(10)(ii)(D),regulatory_text,,"(D) Extension of stay for post-completion optional practical training (OPT). Unless described in Sec. 214.1(m)(1)(i), an F-1 student recommended for post-completion OPT must apply for an employment authorization and either apply for an extension of stay with USCIS or seek admission through CBP after travel abroad and may not engage in post-completion OPT unless such employment authorization is granted. If the application for post-completion OPT is granted along with an extension of stay or admission through CBP after travel abroad, the student extension will include the additional 30-day period provided in paragraph (f)(5)(v) of this section for departure following the expiration of the time approved to complete post-completion OPT."
6190b0444c6018fe:C03,1,8 CFR 214.2(i)(3)(i),regulatory_text,,"(3) Admission--(i) Length of admission. Generally, aliens seeking admission in I nonimmigrant status may be admitted for a period of time necessary to complete the planned activities or assignments consistent with the I classification, not to exceed 240 days unless paragraph (i)(3)(ii) of this section applies."
6190b0444c6018fe:C03,2,91 FR 44979,agency_explanation,,"Clarifying that I nonimmigrants are authorized to continue working in the United States for their foreign employer, under 8 CFR 274a.12(b)(20), for up to 240 days (with the exception of I nonimmigrants from the PRC who may continue working for up to 90 days) while their timely filed EOS application is pending;"
718451c5503cdb9a:C01,1,8 CFR 214.1(m)(1),regulatory_text,,"(m) Transition period from duration of status to a fixed admission date--(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on September 15, 2026. Aliens with F or J status who are properly maintaining their status on September 15, 2026, and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form, or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from September 15, 2026, plus the departure period of 60 days for F nonimmigrants, which is November 14, 2030, and 30 days for J nonimmigrants, which is October 15, 2030. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and the Science, Technology, Engineering and Mathematics (STEM) OPT extension, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
718451c5503cdb9a:C01,2,8 CFR 214.2(f)(5)(v),regulatory_text,,"(v) Period of preparation for departure or to otherwise maintain lawful status in the United States. An F-1 student who has completed a course of study and any authorized practical training will be allowed an additional 30-day period from the program end date or the 4 year maximum period of admission, or the end date of the approved employment authorization for post-completion OPT or STEM OPT, as applicable, to prepare for departure from the United States, or to otherwise seek to maintain lawful status, including timely filing an extension of stay application in accordance with paragraph (f)(7) of this section and Sec. 214.1 or timely filing a change of status application in accordance with 8 CFR 248.1(a). The 30-day period will be reflected on the F-1 student's Arrival/Departure Record, Form I-94, or successor form. However, if the F-1 student ends his or her study or training prior to expiration of his or her period of admission, the F-1 student, and any eligible dependents, must, within 30 days from the end date of the study or training, depart the United States or otherwise seek to maintain lawful status. An F-1 student authorized by the designated school official to withdraw from classes will be allowed a 15-day period from the date of the withdrawal to depart the United States. An F-1 student who fails to maintain a full course of study or otherwise fails to maintain status is not eligible for any additional period of time for departure and must leave the country immediately."
718451c5503cdb9a:C01,3,91 FR 44979,agency_explanation,,Decreasing the period allowed for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or an authorized period of post-completion practical training from 60 to 30 days;
718451c5503cdb9a:C01,4,91 FR 45101–45102,agency_explanation,,"DHS considered the effect of transitioning to a fixed period of admission on F and J nonimmigrants originally admitted for D/S who chose to temporarily come to the United States to pursue a program of study or an exchange visitor program. DHS believes the changes will not significantly affect the interests of these nonimmigrants admitted in D/S. DHS is not changing the fundamental requirements to qualify for these nonimmigrant statuses, rather it is only changing the length of time that an individual may lawfully remain in the United States in F or J status without filing an EOS application. Admitting these classifications of nonimmigrants for a fixed period of admission simply confirms that the admission is temporary and clearly communicates when that temporary admission period ends. Further, as is the case for the fixed period of admission policy more generally, a fixed date of admission simply places these nonimmigrants in the same position as most other nonimmigrants who are temporarily in the United States. They will still be able to continue to pursue their full course of study or exchange program; however, if they need additional time in F or J status, the burden will now be on them to request authorization directly from DHS and establish eligibility to extend their period of stay in such status, whereas previously they obtained an extension of lawful status in conjunction with a program extension through a DSO or RO."
718451c5503cdb9a:C03,1,8 CFR 214.1(m)(1),regulatory_text,,"(m) Transition period from duration of status to a fixed admission date--(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on September 15, 2026. Aliens with F or J status who are properly maintaining their status on September 15, 2026, and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form, or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from September 15, 2026, plus the departure period of 60 days for F nonimmigrants, which is November 14, 2030, and 30 days for J nonimmigrants, which is October 15, 2030. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and the Science, Technology, Engineering and Mathematics (STEM) OPT extension, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
718451c5503cdb9a:C03,2,8 CFR 214.2(f)(5)(i)(C),regulatory_text,,"(C) F-1 students attending a public high school, which may also include a charter school or other similar school funded by U.S. taxpayers, are restricted to an aggregate of no more than 12 months to complete their course of study, including any school breaks and annual vacations."
718451c5503cdb9a:C03,3,91 FR 45099,agency_explanation,,"Under current policy, F and J nonimmigrants admitted for D/S do not accrue unlawful presence until the day after USCIS formally finds a nonimmigrant status violation while adjudicating a request for another immigration benefit or on the day after an immigration judge orders the alien excluded, deported, or removed (whether or not the decision is appealed), whichever comes first.[^295] In reliance on this policy, some F and J nonimmigrants admitted for D/S may not have taken the appropriate steps to maintain status, otherwise change status, or depart the United States. This final rule is concerned with providing adequate notice to allow F and J nonimmigrants who are maintaining status to transition to a new date-certain admission."
718451c5503cdb9a:C05,1,8 CFR 214.2(f)(5)(i),regulatory_text,,"(5) Period of stay--(i) General. An F-1 student is admitted for a fixed period of time, which is the period necessary to complete the course of study indicated on the Form I-20, or successor form, not to exceed a period of 4 years, plus additional times noted in this paragraph (f)(5)(i). A continuing F-1 student may be granted additional time to complete their program of study, as described in paragraphs (f)(7) and (f)(8)(iv) of this section, begin a new program of study, as described in paragraphs (f)(5)(ii)(D) and (f)(7) of this section, or following the completion of studies to engage in post-completion optional practical training (OPT) and the Science, Technology, Engineering and Mathematics (STEM) extension of OPT, as described in paragraph (f)(5)(i)(D) of this section. An F-1 student described in this section may be admitted for a period of up to 30 days before the indicated report date or program start date listed on the Form I-20 or successor form. An alien described in this paragraph (f)(5)(i) may remain in the United States for an additional 30 days as provided in paragraph (f)(5)(v) of this section. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date or the 4-year maximum period of admission do not count toward the maximum length of stay. The admission periods described in this paragraph (f)(5)(i) are subject to the following exceptions:"
718451c5503cdb9a:C05,2,91 FR 45099,agency_explanation,,"Under current policy, F and J nonimmigrants admitted for D/S do not accrue unlawful presence until the day after USCIS formally finds a nonimmigrant status violation while adjudicating a request for another immigration benefit or on the day after an immigration judge orders the alien excluded, deported, or removed (whether or not the decision is appealed), whichever comes first.[^295] In reliance on this policy, some F and J nonimmigrants admitted for D/S may not have taken the appropriate steps to maintain status, otherwise change status, or depart the United States. This final rule is concerned with providing adequate notice to allow F and J nonimmigrants who are maintaining status to transition to a new date-certain admission."
718451c5503cdb9a:C05,3,91 FR 44979,agency_explanation,,Decreasing the period allowed for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or an authorized period of post-completion practical training from 60 to 30 days;
718451c5503cdb9a:C05,4,91 FR 45098,agency_explanation,,"The method to calculate the period of admission for F-1 and J-1 nonimmigrants is explained. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date do not count towards the maximum. See new 8 CFR 214.2(f)(5), (f)(7)(vi), (j)(1)(ii) and (j)(1)(iv)(C). The calculation of the 4-year maximum period of admission will not begin from the date of admission during that 30-day arrival window, but from the program start date. Similarly, the 30-day departure periods for F-1 and J-1 nonimmigrants will not count towards the 4-year maximum period of admission. This will avoid a scenario where an F-1 or J-1 seeks admission 30 days prior to the program start date, is admitted for a maximum 4 year period of admission to complete a 4 year program, but receives a period of admission calculated from the date of entry, meaning that the end of their period of admission would end 30 days prior to their 4 year program end date, thereby requiring the F-1 or J-1 to apply for an EOS or depart and re-enter the United States."
718451c5503cdb9a:C05,5,8 CFR 214.2(j)(1)(ii)(C),regulatory_text,,"(C) Period of stay. A J-1 exchange visitor and J-2 spouse and unmarried children under the age of 21 may be admitted for a period up to 30 days before the report date or start of the approved program listed on Form DS-2019 or successor form. The dependents accompanying a J-1 exchange visitor are eligible for admission in J-2 status if the exchange visitor is admitted in J-1 status. A J-1 exchange visitor and J-2 accompanying dependents may remain in the United States for a period of 30 days from the program end date or the 4-year maximum period of admission, whichever is earlier, for the purposes of departure or to otherwise seek to maintain lawful status. The 30-day period will be reflected on the alien's Arrival/Departure Record, Form I-94 or successor form. If the program end date is shortened, the J-1 exchange visitor and any J-2 accompanying dependents must leave the United States within 30 days from the new program end date or otherwise seek to maintain lawful status in that 30-day period. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date or the 4-year maximum period of admission do not count towards the maximum period of admission."
718451c5503cdb9a:C08,1,8 CFR 214.2(i)(3)(ii),regulatory_text,,"(ii) Foreign nationals travelling on a passport issued by the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders). An alien who presents a passport from the People's Republic of China (with the exception of Hong Kong Special Administrative Region passport holders and Macau Special Administrative Region passport holders), may be admitted until the activities or assignments consistent with the I classification are completed, not to exceed 90 days."
718451c5503cdb9a:C08,2,8 CFR 214.2(f)(7)(i),regulatory_text,,"(7) Extension of stay--(i) Eligibility. USCIS may grant an extension of stay to an F-1 student who has maintained his or her F-1 status, but who is unable to complete his or her program by the end of his or her authorized period of admission. Such student may be eligible for an extension if the designated school official issues a new Form I-20 or successor form certifying that the student is eligible under this paragraph (f)(7)(i). An F-1 student may be granted an extension if it is established that the student:"
718451c5503cdb9a:C08,3,91 FR 45099,agency_explanation,,"Under current policy, F and J nonimmigrants admitted for D/S do not accrue unlawful presence until the day after USCIS formally finds a nonimmigrant status violation while adjudicating a request for another immigration benefit or on the day after an immigration judge orders the alien excluded, deported, or removed (whether or not the decision is appealed), whichever comes first.[^295] In reliance on this policy, some F and J nonimmigrants admitted for D/S may not have taken the appropriate steps to maintain status, otherwise change status, or depart the United States. This final rule is concerned with providing adequate notice to allow F and J nonimmigrants who are maintaining status to transition to a new date-certain admission."
718451c5503cdb9a:C08,4,91 FR 44977,agency_explanation,,"The events of 9/11 highlighted the potential for abuse of the student visa. In the wake of 9/11, a Homeland Security Presidential Directive titled, Combating Terrorism Through Immigration Policies directed, among other things, that a program be developed to track the status of foreign students. It also mandated that the government develop guidelines that may include control mechanisms such as limited duration of student status.[^17] The 9/11 Commission reiterated the need to track foreign students and place tighter controls on student visas.[^18] From these mandates and the statutory authorities described below, the Student and Exchange Visitor Program (SEVP) was created, and the electronic Student and Exchange Visitor Information System (SEVIS) was implemented. SEVIS is a DHS computer system that stores and processes information about foreign students and exchange visitors in the U.S."
718451c5503cdb9a:C08,5,91 FR 44985–44986,agency_explanation,,"An open education environment in the United States offers benefits, but it also places research universities and the nation at risk for economic, academic, or military espionage by foreign students. Foreign adversaries are using progressively sophisticated and resourceful methods to exploit the U.S. educational environment, including well-documented cases of espionage through the student program.[^82] Detecting and deterring emerging threats to U.S. national security posed by adversaries exploiting the F-1 program requires additional oversight. In 2022, in response to a Congressional inquiry, GAO investigated and made recommendations that ICE modify the SEVIS system to include factors that potentially indicate which foreign students or scholars may pose more risk of transferring technology at U.S. universities.[^83]"
718451c5503cdb9a:C09,1,8 CFR 214.2(f)(5)(i)(C),regulatory_text,,"(C) F-1 students attending a public high school, which may also include a charter school or other similar school funded by U.S. taxpayers, are restricted to an aggregate of no more than 12 months to complete their course of study, including any school breaks and annual vacations."
718451c5503cdb9a:C09,2,91 FR 44976,front_matter,,"This rule has been classified as a major rule subject to congressional review. The effective date is September 15, 2026. However, at the conclusion of the congressional review, if the effective date has been changed, DHS will publish a document in the Federal Register to establish the actual effective date or to terminate the rule."
718451c5503cdb9a:C09,3,91 FR 44985–44986,agency_explanation,,"An open education environment in the United States offers benefits, but it also places research universities and the nation at risk for economic, academic, or military espionage by foreign students. Foreign adversaries are using progressively sophisticated and resourceful methods to exploit the U.S. educational environment, including well-documented cases of espionage through the student program.[^82] Detecting and deterring emerging threats to U.S. national security posed by adversaries exploiting the F-1 program requires additional oversight. In 2022, in response to a Congressional inquiry, GAO investigated and made recommendations that ICE modify the SEVIS system to include factors that potentially indicate which foreign students or scholars may pose more risk of transferring technology at U.S. universities.[^83]"
718451c5503cdb9a:C09,4,91 FR 44985,agency_explanation,,"Finally, because the D/S framework reduces opportunities for direct vetting of foreign academic students by immigration officers, it creates opportunities for foreign adversaries to exploit the F-1 program and undermine U.S. national security. Under the D/S framework, DHS has identified national security threats within the F-1 program. For example, on March 24, 2023, a Russian man was charged with acting as an agent of a foreign power, visa fraud, bank fraud, wire fraud, and other charges stemming from his illegal activities in the United States functioning as an ""illegal"" agent for a Russian Intelligence Service. He obtained an F-1 visa in 2018 under an assumed Brazilian identity, which he used to enter the United States and enroll in a U.S. university from 2018 to 2020.[^76] In recent years, multiple F-1 students have been arrested in connection with illegal activities pertaining to U.S. military bases.[^77] On January 18, 2024 the Federal Bureau of Investigation (FBI) arrested a student from China for prohibited operation of an unmanned aircraft system, violation of national defense airspace, and photography of defense installations after an investigation revealed the student utilized a commercial drone to take photographs of U.S. naval bases in the Norfolk, Virginia area. The U.S. District Court for the Eastern District of Virginia's Newport News Division convicted him for use of an aircraft for the unlawful photographing of designated installation without authorization on October 2, 2024, and he was removed from the United States on May 7, 2025.[^78] In June 2020, three Chinese nationals were sentenced to federal prison for illegal photography of a U.S. naval installation in Key West, Florida. Two of those arrested were F-1 students, and one was a J-1 exchange visitor.[^79] In October 2024, five Chinese students were charged with conspiracy, making false statements and destroying records in connection with a federal investigation after they were observed with cameras at Camp Grayling in Michigan during a training exercise in August 2023 where thousands of military officials, including some from Taiwan, were participating.[^80] Each of these examples was part of DHS's analysis of SEVIS data on June 2, 2026."
718451c5503cdb9a:C09,5,91 FR 44986,agency_explanation,,"There are multiple examples of ongoing national security threats posed by J nonimmigrants under the D/S framework, thereby supporting the need for increased oversight within the program. For example, in 2009, an Iranian national was issued a J-1 visa to be a visiting professor in computer science at a U.S. university from September 2009 to August 2010. On November 8, 2012, the U.S. Department of the Treasury's Office of Foreign Assets Control (""OFAC"") designated him as a person whose property and interests in property are blocked pursuant to Executive Order 13628 of October 9, 2012, ""Authorizing the Implementation of Certain Sanctions Set Forth in the Iran Threat Reduction and Syria Human Rights Act of 2012 and Additional Sanctions With Respect to Iran."" [^87] He was reportedly attempting to acquire equipment related to the monitoring of Short Message Service (SMS) traffic from abroad as of February 2009 and, as of early July 2012, was actively assisting the Government of Iran's internet censorship activities.[^88] On November 5, 2025, three J-1 research scholars from China were charged with conspiracy to smuggle biological materials into the United States and for making false statements to U.S. Customs and Border Protection officers.[^89] In June 2025, the U.S. Department of Justice announced that two Chinese national J-1 exchange visitors were charged with conspiracy and smuggling a dangerous biological pathogen into the U.S. for their work at a U.S. university laboratory.[^90] On November 5, 2025, one of the J-1 exchange visitors pleaded guilty to charges of smuggling a biological pathogen into the U.S. and then lying to FBI agents about it.[^91]"
718451c5503cdb9a:C07,1,91 FR 44976,front_matter,,"The Department of Homeland Security (DHS) is amending its regulations to change the admission period in the F, J, and I classifications from duration of status to an admission for a fixed time period, and additional changes to admission and extension requirements. This final rule will provide additional protections and oversight of these nonimmigrant categories and will allow DHS to better evaluate whether these nonimmigrants are maintaining status while temporarily in the United States. This final rule provides amendments to the proposed rule covering this topic that was published in the Federal Register on August 28, 2025."
718451c5503cdb9a:C07,2,8 CFR 214.1(m)(1),regulatory_text,,"(m) Transition period from duration of status to a fixed admission date--(1) Transition from duration of status admission to a fixed admission period for aliens properly maintaining F and J status on September 15, 2026. Aliens with F or J status who are properly maintaining their status on September 15, 2026, and who were admitted for duration of status are authorized to remain in the United States in F or J nonimmigrant status until the later date of either the expiration date on an Employment Authorization Document, Form I-766, or successor form, or the program end date noted on their Form I-20 or Form DS-2019, as applicable, not to exceed a period of 4 years from September 15, 2026, plus the departure period of 60 days for F nonimmigrants, which is November 14, 2030, and 30 days for J nonimmigrants, which is October 15, 2030. Subject to 8 CFR 274a.14, any authorized employment or training continues until the program end date on such F or J nonimmigrant's Form I-20 or DS-2019, as applicable and as endorsed by the designated school official or responsible officer for employment or training, or expiration date on the alien's Employment Authorization Document, Form I-766, or successor form. Aliens who need additional time to complete their current program of study, including requests for post-completion optional practical training (OPT) and the Science, Technology, Engineering and Mathematics (STEM) OPT extension, or exchange visitor program, including academic training, or would like to start a new program of study or exchange visitor program must apply for an extension of stay with USCIS in accordance with paragraph (c)(2) of this section for an admission period to a fixed date."
718451c5503cdb9a:C07,3,91 FR 44979,agency_explanation,,Decreasing the period allowed for F-1 nonimmigrants to prepare to depart from the United States after completion of a course of study or an authorized period of post-completion practical training from 60 to 30 days;
718451c5503cdb9a:C07,4,91 FR 44982,agency_explanation,,"From 1973 to 1985, aliens admitted to the United States in I nonimmigrant status were admitted for a period of 1 year with the possibility of extensions.[^51] In 1985, legacy INS amended the regulations to allow nonimmigrant representatives of information media to be admitted for the duration of their employment.[^52] This change from a set time period of admission to admission for duration of employment for I nonimmigrants was implemented as part of a continuing effort to reduce reporting requirements for the public, as well as the paperwork burden associated with processing extension requests on the agency.[^53] Through its administration of the regulations authorizing I nonimmigrants admission for duration of employment, DHS currently admits all I nonimmigrants for D/S, with the exception of those presenting a passport issued by the PRC (other than a Hong Kong Special Administrative Region (SAR) passport or a Macau SAR passport).[^54] Changes to D/S were proposed for I foreign media representatives in 2020, but the proposal was withdrawn in 2021.[^55]"
718451c5503cdb9a:C07,5,91 FR 44980,agency_explanation,,"From 1973 to 1979, F students were admitted for one year and could be granted an EOS in increments of up to 12 months if they established that they were maintaining status.[^27] However, on July 26, 1978, given the large number of nonimmigrant students in the United States at the time and the need to continually process their EOS applications, legacy INS proposed amending the regulations to permit F-1 students to be admitted for the duration of their status as students.[^28] Legacy INS explained the changes would facilitate the admission of nonimmigrant students, provide dollar and manpower savings to the Government, and permit more efficient use of resources.[^29] On November 22, 1978, a final rule was published to amend the regulations at 8 CFR 214 to allow the legacy INS to admit F-1 students for a D/S period.[^30] That rule became effective on January 1, 1979."
718451c5503cdb9a:C07,6,91 FR 44976,agency_explanation,,"Unlike aliens in most nonimmigrant classifications who are admitted until a specific departure date, F, J, and I (except for some I nonimmigrants from the People's Republic of China (PRC)) nonimmigrants are admitted into the United States for an unspecified period of time to engage in activities authorized under their respective nonimmigrant classifications. This unspecified period of time is referred to as ""duration of status"" (D/S). D/S for F academic students is generally the time during which a student is pursuing a full course of study at an educational institution approved by DHS, or engaging in authorized practical training following completion of studies, plus authorized time to depart the country.[^5] D/S for J exchange visitors is the time during which an exchange visitor is participating in an authorized program, plus authorized time to depart the country.[^6] D/S for I representatives of foreign information media is the duration of their foreign employment duties in the United States.[^7] For dependents of principal F, J, or I nonimmigrants, D/S generally corresponds with the principal's period of admission so long as the dependents are also complying with the requirements of their particular classifications.[^8]"
592d184def3b872a:C01,1,8 CFR 214.2(j)(1)(ii)(C),regulatory_text,,"(C) Period of stay. A J-1 exchange visitor and J-2 spouse and unmarried children under the age of 21 may be admitted for a period up to 30 days before the report date or start of the approved program listed on Form DS-2019 or successor form. The dependents accompanying a J-1 exchange visitor are eligible for admission in J-2 status if the exchange visitor is admitted in J-1 status. A J-1 exchange visitor and J-2 accompanying dependents may remain in the United States for a period of 30 days from the program end date or the 4-year maximum period of admission, whichever is earlier, for the purposes of departure or to otherwise seek to maintain lawful status. The 30-day period will be reflected on the alien's Arrival/Departure Record, Form I-94 or successor form. If the program end date is shortened, the J-1 exchange visitor and any J-2 accompanying dependents must leave the United States within 30 days from the new program end date or otherwise seek to maintain lawful status in that 30-day period. The 30-day period before the indicated report date or program start date and 30 additional days following the program end date or the 4-year maximum period of admission do not count towards the maximum period of admission."
